"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
2620,147.5,60,12144,"Inside","1.5Fin",4,6,1950,1950,"TA","TA","CBlock","TA","TA","Rec",455,455,910,"GasA","Gd","Y",910,611,1521,0,0,1,1,3,"Gd",6,0,"Detchd",1,597,"Fa","TA",199,0,168,0
1911,126,63,8668,"Corner","1Story",5,5,1968,1968,"TA","TA","CBlock","TA","TA","Unf",0,1560,1560,"GasA","TA","Y",1560,0,1560,0,0,2,0,4,"TA",8,0,"Detchd",3,792,"TA","TA",0,0,0,0
258,191,0,9337,"Inside","2Story",7,5,1997,1998,"TA","TA","PConc","Gd","TA","ALQ",353,525,878,"GasA","Ex","Y",892,800,1692,0,0,2,1,3,"TA",8,1,"Attchd",2,513,"TA","TA",0,39,0,0
1636,377.426,86,14157,"Corner","1Story",9,5,2005,2006,"Gd","TA","PConc","Ex","TA","GLQ",1249,673,1922,"GasA","Ex","Y",1922,0,1922,1,0,2,0,3,"Gd",8,1,"Attchd",3,676,"TA","TA",178,51,0,0
1129,256,85,10625,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1660,1660,"GasA","Ex","Y",1660,0,1660,0,0,2,0,3,"Gd",7,1,"Attchd",3,660,"TA","TA",133,120,0,0
1443,235,75,12192,"Inside","2Story",7,5,2000,2001,"Gd","TA","PConc","Gd","TA","GLQ",663,265,928,"GasA","Ex","Y",928,895,1823,1,0,2,1,3,"Gd",6,0,"Attchd",2,626,"TA","TA",192,36,0,0
242,308.03,44,17485,"Inside","1Story",7,5,2009,2010,"Gd","TA","PConc","Gd","TA","GLQ",1346,162,1508,"GasA","Ex","Y",1508,0,1508,1,0,1,0,1,"Gd",5,2,"Attchd",2,572,"TA","TA",0,0,0,0
2493,133.5,0,8638,"Inside","1Story",5,6,1963,1963,"TA","TA","PConc","TA","TA","ALQ",181,744,925,"GasA","Gd","Y",925,0,925,1,0,1,0,2,"TA",5,0,"Detchd",2,484,"TA","TA",203,74,0,0
1789,225,76,9158,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1496,1496,"GasA","Ex","Y",1496,0,1496,0,0,2,0,3,"Gd",7,0,"Attchd",2,474,"TA","TA",168,130,0,0
152,119,70,13587,"Inside","1Story",5,5,1958,1958,"TA","TA","CBlock","TA","TA","Rec",532,456,988,"GasA","TA","Y",988,0,988,1,0,1,0,2,"TA",5,0,"Attchd",1,264,"TA","TA",0,0,0,0
902,112,0,8926,"Corner","1Story",4,3,1956,1956,"TA","TA","CBlock","TA","TA","Unf",0,672,672,"GasA","Ex","Y",960,0,960,0,0,1,0,3,"TA",5,0,"Basment",1,288,"TA","TA",64,0,0,160
1750,206.58,59,10936,"Inside","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1510,1510,"GasA","Ex","Y",1525,0,1525,0,0,2,1,3,"Gd",6,1,"Attchd",2,534,"TA","TA",100,18,0,0
1455,237,75,9473,"Inside","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",804,324,1128,"GasA","Ex","Y",1128,903,2031,1,0,2,1,3,"Gd",7,1,"Attchd",2,577,"TA","TA",0,211,0,0
2805,233.23,120,15611,"Inside","2Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1079,1079,"GasA","Ex","Y",1079,840,1919,0,0,2,1,3,"Gd",8,1,"Attchd",2,685,"Gd","TA",0,51,0,0
617,149.5,128,12160,"Inside","1Story",6,4,1953,1953,"TA","TA","CBlock","TA","TA","BLQ",1024,481,1505,"GasA","Ex","Y",1505,0,1505,1,0,1,0,2,"TA",6,1,"Attchd",2,505,"TA","TA",0,0,0,0
614,122,68,9768,"Inside","1Story",5,5,1955,1955,"TA","TA","CBlock","TA","TA","Rec",100,613,960,"GasA","Gd","Y",960,0,960,1,0,1,0,2,"TA",5,0,"Attchd",1,330,"TA","TA",0,70,0,0
552,160,75,8250,"Inside","2Story",6,7,1981,1981,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",964,918,1882,0,0,2,0,4,"TA",8,2,"Attchd",2,612,"TA","TA",0,0,0,0
2893,230,0,8239,"Inside","1Story",7,5,1986,1986,"Gd","TA","CBlock","None","None","None",0,0,0,"GasA","Gd","Y",1295,0,1295,0,0,2,0,2,"Gd",5,0,"Attchd",1,312,"TA","TA",0,0,0,0
2902,369.9,88,11443,"Inside","1Story",8,5,2005,2006,"Gd","TA","PConc","Ex","TA","GLQ",1460,408,1868,"GasA","Ex","Y",2028,0,2028,1,0,2,0,2,"Gd",7,2,"Attchd",3,880,"TA","TA",326,66,0,0
1611,103,0,56600,"Inside","2.5Unf",5,1,1900,1950,"TA","TA","BrkTil","TA","TA","Unf",0,686,686,"GasA","Ex","Y",1150,686,1836,0,0,2,0,4,"TA",7,0,"Detchd",1,288,"TA","Fa",0,0,0,0
791,60,68,9571,"Inside","1Story",5,3,1958,1958,"TA","Fa","CBlock","TA","Fa","Unf",0,1276,1276,"GasA","TA","Y",1276,0,1276,0,0,1,0,3,"TA",5,0,"Attchd",1,350,"TA","TA",0,0,0,0
454,184.5,34,5122,"Inside","1Story",6,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",881,425,1306,"GasA","Ex","Y",1306,0,1306,1,0,2,0,1,"Gd",5,1,"Attchd",2,624,"TA","TA",170,63,0,0
169,155,70,7700,"Inside","2Story",6,5,1966,1966,"TA","TA","CBlock","TA","TA","Unf",0,756,756,"GasA","TA","Y",1051,788,1839,0,0,1,1,4,"TA",7,1,"Attchd",2,442,"TA","TA",0,124,216,0
992,206.9,85,11075,"Inside","2Story",6,5,1969,1969,"TA","TA","CBlock","Fa","TA","ALQ",500,176,952,"GasA","TA","Y",1092,1020,2112,0,0,2,1,4,"TA",9,2,"Attchd",2,576,"TA","TA",280,0,0,0
197,132,53,6360,"Corner","1.5Fin",5,6,1942,1950,"TA","TA","CBlock","TA","TA","Rec",360,316,835,"GasA","TA","Y",955,498,1453,0,0,1,1,3,"Gd",7,2,"Detchd",1,240,"TA","TA",0,0,35,148
1563,275,44,3842,"Inside","1Story",8,5,2004,2005,"Gd","TA","PConc","Ex","TA","GLQ",1373,221,1594,"GasA","Ex","Y",1646,0,1646,1,1,2,0,2,"Gd",5,1,"Attchd",2,482,"TA","TA",128,53,0,155
422,462,110,14257,"Inside","2Story",9,5,2007,2007,"Ex","TA","PConc","Ex","TA","GLQ",1360,416,1776,"GasA","Ex","Y",1794,978,2772,1,0,3,1,4,"Ex",10,3,"BuiltIn",3,754,"TA","TA",135,64,0,0
2201,175,60,7200,"Corner","1.5Fin",5,7,1937,1950,"TA","TA","BrkTil","Gd","TA","ALQ",569,162,731,"GasA","Ex","Y",981,787,1768,1,0,1,1,3,"Gd",7,2,"Detchd",1,240,"TA","TA",0,0,264,0
26,142,65,8450,"Inside","1Story",5,6,1968,1968,"TA","TA","CBlock","TA","TA","BLQ",775,281,1056,"GasA","Ex","Y",1056,0,1056,1,0,1,0,3,"TA",6,1,"Attchd",1,304,"TA","TA",0,85,184,0
1937,130,60,7134,"Inside","SLvl",5,5,1955,1955,"TA","TA","CBlock","TA","TA","ALQ",384,0,384,"GasA","TA","Y",1360,0,1360,0,0,1,0,3,"TA",6,1,"Detchd",2,572,"TA","TA",0,50,0,0
1419,262.28,86,11839,"Inside","2Story",7,5,1990,1990,"TA","TA","PConc","Gd","TA","GLQ",1085,390,1475,"GasA","Ex","Y",1532,797,2329,1,0,2,1,4,"Gd",10,1,"Attchd",2,514,"TA","TA",192,121,0,0
2668,93.5,33,5976,"Inside","2Story",5,7,1920,1950,"TA","TA","PConc","TA","TA","Unf",0,624,624,"GasA","Gd","N",624,624,1248,0,0,2,0,2,"TA",8,0,"None",0,0,"None","None",0,130,256,0
1962,129,60,7200,"Inside","1Story",5,8,1950,2002,"TA","TA","CBlock","TA","TA","ALQ",398,317,864,"GasA","Gd","Y",864,0,864,1,0,1,0,3,"Gd",5,0,"Detchd",2,720,"TA","TA",194,0,0,0
653,129.9,60,9600,"Inside","1Story",5,6,1950,1950,"TA","TA","CBlock","TA","TA","BLQ",390,810,1200,"GasA","TA","Y",1200,0,1200,0,0,1,0,3,"TA",6,0,"Attchd",1,246,"TA","TA",126,0,0,0
628,193.5,100,13000,"Corner","2Story",6,6,1968,1968,"TA","Gd","CBlock","Gd","TA","Rec",448,448,896,"GasA","TA","Y",1182,960,2142,0,0,2,1,4,"Gd",8,1,"Attchd",1,509,"TA","TA",0,72,0,252
2097,383.97,77,9965,"Inside","2Story",7,5,2007,2007,"Gd","TA","PConc","Ex","TA","GLQ",984,280,1264,"GasA","Ex","Y",1282,1414,2696,1,0,2,1,4,"Ex",10,1,"BuiltIn",3,792,"TA","TA",120,184,0,168
874,219.5,0,9375,"Inside","2Story",7,5,1997,1998,"TA","TA","PConc","Gd","TA","GLQ",739,318,1057,"GasA","Ex","Y",1057,977,2034,1,0,2,1,3,"Gd",8,0,"Attchd",2,645,"TA","TA",576,36,0,0
1631,154.204,160,18160,"Inside","1Story",6,6,1964,1964,"TA","TA","CBlock","TA","TA","BLQ",550,752,1302,"GasA","Fa","Y",1128,0,1128,1,0,1,0,3,"TA",6,1,"Attchd",2,480,"TA","TA",0,108,246,0
96,155,30,3215,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",280,320,600,"GasA","Ex","Y",600,600,1200,0,0,2,1,2,"Gd",4,0,"Detchd",2,480,"TA","TA",0,172,0,0
1940,132,70,13300,"Inside","1Story",5,7,1956,2000,"TA","TA","CBlock","Gd","TA","Rec",377,551,928,"GasA","TA","Y",928,0,928,0,0,1,0,2,"TA",4,0,"Attchd",1,252,"TA","TA",261,0,156,0
492,181,0,24682,"CulDSac","2Story",6,5,1999,1999,"TA","TA","PConc","Gd","TA","Unf",0,841,841,"GasA","Ex","Y",892,783,1675,0,0,2,1,3,"TA",7,1,"BuiltIn",2,502,"TA","TA",0,103,0,0
737,132.5,50,6000,"Inside","1.5Fin",6,6,1939,1950,"TA","Fa","CBlock","TA","TA","Unf",0,780,780,"GasA","Ex","Y",825,587,1412,0,0,1,0,4,"TA",6,1,"Detchd",1,280,"TA","TA",45,0,0,0
1214,168.5,82,9020,"Corner","SLvl",6,5,1964,1964,"TA","TA","CBlock","TA","TA","GLQ",624,288,1248,"GasA","TA","Y",1350,0,1350,1,0,1,1,3,"TA",6,0,"Attchd",2,520,"TA","TA",176,0,0,0
1534,198,0,11700,"Inside","1.5Fin",5,6,1937,1995,"TA","TA","CBlock","TA","TA","BLQ",606,336,942,"GasA","Ex","Y",1265,673,1938,0,0,2,0,4,"Gd",7,1,"Detchd",1,240,"TA","TA",0,40,0,0
2138,134.9,45,8982,"CulDSac","1Story",5,5,1977,1977,"TA","TA","CBlock","Gd","TA","ALQ",539,501,1040,"GasA","TA","Y",1040,0,1040,0,0,1,1,3,"TA",5,0,"Detchd",2,748,"TA","TA",0,0,0,0
382,152,80,10400,"Inside","1Story",7,5,1976,1976,"TA","TA","CBlock","Gd","TA","Unf",0,1090,1090,"GasA","TA","Y",1370,0,1370,0,0,2,0,3,"TA",6,1,"Attchd",2,479,"TA","TA",0,0,0,0
